OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|OID_COUNTY_20|GEOID_COUNTY_20|NAMELSAD_COUNTY_20|AREALAND_COUNTY_20|AREAWATER_COUNTY_20|MTFCC_COUNTY_20|CLASSFP_COUNTY_20|FUNCSTAT_COUNTY_20|AREALAND_PART|AREAWATER_PART
221704258280321|50140|ZCTA5 50140|240003466|2027114|G6350|B5|S|27590179330411|19053|Decatur County|1377569408|4138626|G4020|H1|A|165995206|1493075
221704258280321|50140|ZCTA5 50140|240003466|2027114|G6350|B5|S|27590146476648|19159|Ringgold County|1386932363|8723125|G4020|H1|A|74008260|534039
221704258280324|50141|ZCTA5 50141|96412888|158040|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|41334015|140332
221704258280324|50141|ZCTA5 50141|96412888|158040|G6350|B5|S|27590494782632|19127|Marshall County|1482776070|1803080|G4020|H1|A|55078873|17708
221704258280325|50142|ZCTA5 50142|1793514|0|G6350|B5|S|27590494782632|19127|Marshall County|1482776070|1803080|G4020|H1|A|1793514|0
221704258280329|50143|ZCTA5 50143|92035673|1147477|G6350|B5|S|27590135700180|19123|Mahaska County|1478498332|6594320|G4020|H1|A|90841001|1029884
221704258280329|50143|ZCTA5 50143|92035673|1147477|G6350|B5|S|27590363093290|19125|Marion County|1436123086|41484608|G4020|H1|A|1194672|117593
221704258280347|50144|ZCTA5 50144|371331636|1133790|G6350|B5|S|27590179330411|19053|Decatur County|1377569408|4138626|G4020|H1|A|371331636|1133790
2217026263558996|50145|ZCTA5 50145|9223533|0|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|9223533|0
221704258280349|50146|ZCTA5 50146|84050393|0|G6350|B5|S|27590495716644|19049|Dallas County|1523686079|8569247|G4020|H1|A|74450088|0
221704258280349|50146|ZCTA5 50146|84050393|0|G6350|B5|S|27590177381978|19077|Guthrie County|1529656705|6355531|G4020|H1|A|9600305|0
221704258280351|50147|ZCTA5 50147|168129524|104944|G6350|B5|S|27590179330411|19053|Decatur County|1377569408|4138626|G4020|H1|A|79519231|0
221704258280351|50147|ZCTA5 50147|168129524|104944|G6350|B5|S|27590372348921|19185|Wayne County|1360957553|4272458|G4020|H1|A|88610293|104944
221704258280354|50148|ZCTA5 50148|48485074|0|G6350|B5|S|27590494782632|19127|Marshall County|1482776070|1803080|G4020|H1|A|48485074|0
221704258280412|50149|ZCTA5 50149|212138985|118531|G6350|B5|S|27590373246836|19121|Madison County|1452999052|2983840|G4020|H1|A|108378528|79699
221704258280412|50149|ZCTA5 50149|212138985|118531|G6350|B5|S|27590150328052|19175|Union County|1097235808|5575854|G4020|H1|A|103760457|38832
221704258280423|50150|ZCTA5 50150|145097908|614782|G6350|B5|S|27590363093290|19125|Marion County|1436123086|41484608|G4020|H1|A|1129697|0
221704258280423|50150|ZCTA5 50150|145097908|614782|G6350|B5|S|27590143614309|19135|Monroe County|1123320781|1522790|G4020|H1|A|143968211|614782
221704258280431|50151|ZCTA5 50151|204768142|289438|G6350|B5|S|27590135074399|19117|Lucas County|1115458264|9852845|G4020|H1|A|187048366|219473
221704258280431|50151|ZCTA5 50151|204768142|289438|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|17719776|69965
2217026263558979|50152|ZCTA5 50152|1007594|0|G6350|B5|S|27590674016901|19015|Boone County|1477555796|8129933|G4020|H1|A|1007594|0
221704258280434|50153|ZCTA5 50153|86467106|29176|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|75995967|29176
221704258280434|50153|ZCTA5 50153|86467106|29176|G6350|B5|S|27590135700180|19123|Mahaska County|1478498332|6594320|G4020|H1|A|7637911|0
221704258280434|50153|ZCTA5 50153|86467106|29176|G6350|B5|S|27590365937796|19157|Poweshiek County|1514945164|2961952|G4020|H1|A|2833228|0
221704258280435|50154|ZCTA5 50154|61304115|0|G6350|B5|S|27590356798207|19083|Hardin County|1474498036|1783759|G4020|H1|A|9574387|0
221704258280435|50154|ZCTA5 50154|61304115|0|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|51729728|0
221704258280439|50155|ZCTA5 50155|79494208|35572|G6350|B5|S|27590328721225|19001|Adair County|1474404201|2597996|G4020|H1|A|5206284|0
221704258280439|50155|ZCTA5 50155|79494208|35572|G6350|B5|S|27590373246836|19121|Madison County|1452999052|2983840|G4020|H1|A|74287924|35572
221704258280505|50156|ZCTA5 50156|229177400|4419345|G6350|B5|S|27590674016901|19015|Boone County|1477555796|8129933|G4020|H1|A|177290227|1132246
221704258280505|50156|ZCTA5 50156|229177400|4419345|G6350|B5|S|27590495716644|19049|Dallas County|1523686079|8569247|G4020|H1|A|15211544|216147
221704258280505|50156|ZCTA5 50156|229177400|4419345|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|36675629|3070952
221704258280510|50157|ZCTA5 50157|172794096|82897|G6350|B5|S|27590365937796|19157|Poweshiek County|1514945164|2961952|G4020|H1|A|172794096|82897
221704258280601|50158|ZCTA5 50158|549492952|576832|G6350|B5|S|27590494782632|19127|Marshall County|1482776070|1803080|G4020|H1|A|541979609|558001
221704258280601|50158|ZCTA5 50158|549492952|576832|G6350|B5|S|27590654257421|19171|Tama County|1867410499|2769418|G4020|H1|A|7513343|18831
221704258280602|50160|ZCTA5 50160|952850|0|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|952850|0
221704258280609|50161|ZCTA5 50161|205042300|238515|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|6795011|0
221704258280609|50161|ZCTA5 50161|205042300|238515|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|114401415|158712
221704258280609|50161|ZCTA5 50161|205042300|238515|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|83845874|79803
221704258280644|50162|ZCTA5 50162|129599619|25577|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|4737515|0
221704258280644|50162|ZCTA5 50162|129599619|25577|G6350|B5|S|27590494782632|19127|Marshall County|1482776070|1803080|G4020|H1|A|124862104|25577
221704258280646|50163|ZCTA5 50163|1232584|0|G6350|B5|S|27590363093290|19125|Marion County|1436123086|41484608|G4020|H1|A|1232584|0
221704258280681|50164|ZCTA5 50164|127942387|242529|G6350|B5|S|27590328721225|19001|Adair County|1474404201|2597996|G4020|H1|A|60876730|242529
221704258280681|50164|ZCTA5 50164|127942387|242529|G6350|B5|S|27590177381978|19077|Guthrie County|1529656705|6355531|G4020|H1|A|67065657|0
221704258280682|50165|ZCTA5 50165|1105839|2430|G6350|B5|S|27590372348921|19185|Wayne County|1360957553|4272458|G4020|H1|A|1105839|2430
221704258280684|50166|ZCTA5 50166|154503172|267452|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|154503172|267452
221704258280692|50167|ZCTA5 50167|107458100|547411|G6350|B5|S|27590495716644|19049|Dallas County|1523686079|8569247|G4020|H1|A|107458100|547411
221704258280700|50168|ZCTA5 50168|99473295|85504|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|95241171|85504
221704258280700|50168|ZCTA5 50168|99473295|85504|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|4232124|0
221704258280707|50169|ZCTA5 50169|118192355|295471|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|52005704|26063
221704258280707|50169|ZCTA5 50169|118192355|295471|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|66186651|269408
221704258280712|50170|ZCTA5 50170|215409022|2494855|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|148080598|651190
221704258280712|50170|ZCTA5 50170|215409022|2494855|G6350|B5|S|27590363093290|19125|Marion County|1436123086|41484608|G4020|H1|A|67328424|1843665
221704258280732|50171|ZCTA5 50171|284413856|1782145|G6350|B5|S|27590135700180|19123|Mahaska County|1478498332|6594320|G4020|H1|A|4688109|0
221704258280732|50171|ZCTA5 50171|284413856|1782145|G6350|B5|S|27590365937796|19157|Poweshiek County|1514945164|2961952|G4020|H1|A|279725747|1782145
221704258280735|50173|ZCTA5 50173|85661299|330423|G6350|B5|S|27590654257421|19171|Tama County|1867410499|2769418|G4020|H1|A|85661299|330423
221704258280768|50174|ZCTA5 50174|270585176|195449|G6350|B5|S|27590345045842|19039|Clarke County|1116573604|1524746|G4020|H1|A|246466838|195449
221704258280768|50174|ZCTA5 50174|270585176|195449|G6350|B5|S|27590150328052|19175|Union County|1097235808|5575854|G4020|H1|A|24118338|0
221704258280789|50201|ZCTA5 50201|303853447|216852|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|303853447|216852
221704258280793|50206|ZCTA5 50206|119156478|43709|G6350|B5|S|27590356798207|19083|Hardin County|1474498036|1783759|G4020|H1|A|96712347|9150
221704258280793|50206|ZCTA5 50206|119156478|43709|G6350|B5|S|27590494782632|19127|Marshall County|1482776070|1803080|G4020|H1|A|19242054|34559
221704258280793|50206|ZCTA5 50206|119156478|43709|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|3202077|0
221704258280799|50207|ZCTA5 50207|370079989|271037|G6350|B5|S|27590135700180|19123|Mahaska County|1478498332|6594320|G4020|H1|A|361295379|258736
221704258280799|50207|ZCTA5 50207|370079989|271037|G6350|B5|S|27590365937796|19157|Poweshiek County|1514945164|2961952|G4020|H1|A|8784610|12301
221704258280820|50208|ZCTA5 50208|410544563|157615|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|410544563|157615
221704258280826|50210|ZCTA5 50210|190241944|349575|G6350|B5|S|27590345045842|19039|Clarke County|1116573604|1524746|G4020|H1|A|39746836|0
221704258280826|50210|ZCTA5 50210|190241944|349575|G6350|B5|S|27590373246836|19121|Madison County|1452999052|2983840|G4020|H1|A|3717279|0
221704258280826|50210|ZCTA5 50210|190241944|349575|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|146777829|349575
221704258280835|50211|ZCTA5 50211|151789537|1521189|G6350|B5|S|27590373246836|19121|Madison County|1452999052|2983840|G4020|H1|A|6203282|5290
221704258280835|50211|ZCTA5 50211|151789537|1521189|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|145586255|1515899
221704258280845|50212|ZCTA5 50212|342094462|733983|G6350|B5|S|27590674016901|19015|Boone County|1477555796|8129933|G4020|H1|A|342094462|733983
221704258280862|50213|ZCTA5 50213|544683529|1308300|G6350|B5|S|27590345045842|19039|Clarke County|1116573604|1524746|G4020|H1|A|544683529|1308300
221704258280865|50214|ZCTA5 50214|100338902|2909493|G6350|B5|S|27590363093290|19125|Marion County|1436123086|41484608|G4020|H1|A|100338902|2909493
221704258280873|50216|ZCTA5 50216|133968038|5331846|G6350|B5|S|27590177381978|19077|Guthrie County|1529656705|6355531|G4020|H1|A|133968038|5331846
221704258280879|50217|ZCTA5 50217|186779841|14129|G6350|B5|S|27590674016901|19015|Boone County|1477555796|8129933|G4020|H1|A|29197740|0
221704258280879|50217|ZCTA5 50217|186779841|14129|G6350|B5|S|27590176740414|19073|Greene County|1475154712|4404193|G4020|H1|A|157582101|14129
221704258280880|50218|ZCTA5 50218|1159321|0|G6350|B5|S|27590373246836|19121|Madison County|1452999052|2983840|G4020|H1|A|1159321|0
221704258280894|50219|ZCTA5 50219|298800026|12602334|G6350|B5|S|27590135700180|19123|Mahaska County|1478498332|6594320|G4020|H1|A|108101010|104350
221704258280894|50219|ZCTA5 50219|298800026|12602334|G6350|B5|S|27590363093290|19125|Marion County|1436123086|41484608|G4020|H1|A|190699016|12497984
221704258280903|50220|ZCTA5 50220|260387047|1216798|G6350|B5|S|27590674016901|19015|Boone County|1477555796|8129933|G4020|H1|A|85594207|0
221704258280903|50220|ZCTA5 50220|260387047|1216798|G6350|B5|S|27590495716644|19049|Dallas County|1523686079|8569247|G4020|H1|A|165061942|1168229
221704258280903|50220|ZCTA5 50220|260387047|1216798|G6350|B5|S|27590176740414|19073|Greene County|1475154712|4404193|G4020|H1|A|9730898|48569
221704258280905|50222|ZCTA5 50222|106744264|17240|G6350|B5|S|27590345045842|19039|Clarke County|1116573604|1524746|G4020|H1|A|3650989|0
221704258280905|50222|ZCTA5 50222|106744264|17240|G6350|B5|S|27590373246836|19121|Madison County|1452999052|2983840|G4020|H1|A|103093275|17240
221704258280907|50223|ZCTA5 50223|75121942|774785|G6350|B5|S|27590674016901|19015|Boone County|1477555796|8129933|G4020|H1|A|75121942|774785
221704258280910|50225|ZCTA5 50225|222272948|1246222|G6350|B5|S|27590363093290|19125|Marion County|1436123086|41484608|G4020|H1|A|187966403|1114361
221704258280910|50225|ZCTA5 50225|222272948|1246222|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|34306545|131861
221704258280916|50226|ZCTA5 50226|94150973|11193314|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|93555565|11193314
221704258280916|50226|ZCTA5 50226|94150973|11193314|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|595408|0
221704258280917|50227|ZCTA5 50227|1827710|0|G6350|B5|S|27590353611332|19069|Franklin County|1507291799|1438346|G4020|H1|A|1827710|0
221704258280927|50228|ZCTA5 50228|179605108|512400|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|160779038|59991
221704258280927|50228|ZCTA5 50228|179605108|512400|G6350|B5|S|27590363093290|19125|Marion County|1436123086|41484608|G4020|H1|A|17199504|452409
221704258280927|50228|ZCTA5 50228|179605108|512400|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|1626566|0
221704258280928|50229|ZCTA5 50229|108718719|270934|G6350|B5|S|27590373246836|19121|Madison County|1452999052|2983840|G4020|H1|A|53068868|67389
221704258280928|50229|ZCTA5 50229|108718719|270934|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|55649851|203545
221704258280933|50230|ZCTA5 50230|229341217|90499|G6350|B5|S|27590355772671|19079|Hamilton County|1493720721|1956182|G4020|H1|A|88077292|77873
221704258280933|50230|ZCTA5 50230|229341217|90499|G6350|B5|S|27590356798207|19083|Hardin County|1474498036|1783759|G4020|H1|A|139971475|12626
221704258280933|50230|ZCTA5 50230|229341217|90499|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|1292450|0
221704258280934|50231|ZCTA5 50231|1157958|0|G6350|B5|S|27590355772671|19079|Hamilton County|1493720721|1956182|G4020|H1|A|1157958|0
221704258280938|50232|ZCTA5 50232|88745997|536500|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|88745997|536500
221704258280944|50233|ZCTA5 50233|130360514|0|G6350|B5|S|27590495716644|19049|Dallas County|1523686079|8569247|G4020|H1|A|107055128|0
221704258280944|50233|ZCTA5 50233|130360514|0|G6350|B5|S|27590177381978|19077|Guthrie County|1529656705|6355531|G4020|H1|A|23305386|0
221704258280945|50234|ZCTA5 50234|70546728|254400|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|11937465|20137
221704258280945|50234|ZCTA5 50234|70546728|254400|G6350|B5|S|27590494782632|19127|Marshall County|1482776070|1803080|G4020|H1|A|58609263|234263
221704258280946|50235|ZCTA5 50235|124669933|227972|G6350|B5|S|27590674016901|19015|Boone County|1477555796|8129933|G4020|H1|A|13023550|0
221704258280946|50235|ZCTA5 50235|124669933|227972|G6350|B5|S|27590495716644|19049|Dallas County|1523686079|8569247|G4020|H1|A|5001136|0
221704258280946|50235|ZCTA5 50235|124669933|227972|G6350|B5|S|27590176740414|19073|Greene County|1475154712|4404193|G4020|H1|A|106645247|227972
221704258280949|50236|ZCTA5 50236|88036439|16604|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|88036439|16604
221704258280953|50237|ZCTA5 50237|125541677|1329743|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|16410010|12942
221704258280953|50237|ZCTA5 50237|125541677|1329743|G6350|B5|S|27590363093290|19125|Marion County|1436123086|41484608|G4020|H1|A|10817713|757173
221704258280953|50237|ZCTA5 50237|125541677|1329743|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|98313954|559628
221704258280956|50238|ZCTA5 50238|260815685|7347124|G6350|B5|S|27590135074399|19117|Lucas County|1115458264|9852845|G4020|H1|A|203575616|7244549
221704258280956|50238|ZCTA5 50238|260815685|7347124|G6350|B5|S|27590372348921|19185|Wayne County|1360957553|4272458|G4020|H1|A|57240069|102575
221704258280958|50239|ZCTA5 50239|52343024|59225|G6350|B5|S|27590494782632|19127|Marshall County|1482776070|1803080|G4020|H1|A|49207371|59225
221704258280958|50239|ZCTA5 50239|52343024|59225|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|3135653|0
221704258280962|50240|ZCTA5 50240|195004308|629997|G6350|B5|S|27590373246836|19121|Madison County|1452999052|2983840|G4020|H1|A|100209745|133678
221704258280962|50240|ZCTA5 50240|195004308|629997|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|94794563|496319
2217026263559000|50241|ZCTA5 50241|364498|0|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|364498|0
221704258280967|50242|ZCTA5 50242|105010829|124927|G6350|B5|S|27590365937796|19157|Poweshiek County|1514945164|2961952|G4020|H1|A|105010829|124927
221704258280968|50243|ZCTA5 50243|2077911|0|G6350|B5|S|27590674016901|19015|Boone County|1477555796|8129933|G4020|H1|A|651816|0
221704258280968|50243|ZCTA5 50243|2077911|0|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|764678|0
221704258280968|50243|ZCTA5 50243|2077911|0|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|661417|0
221704258280972|50244|ZCTA5 50244|65185454|0|G6350|B5|S|27590674016901|19015|Boone County|1477555796|8129933|G4020|H1|A|1406807|0
221704258280972|50244|ZCTA5 50244|65185454|0|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|39014359|0
221704258280972|50244|ZCTA5 50244|65185454|0|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|24764288|0
221704258280973|50246|ZCTA5 50246|106266822|14079|G6350|B5|S|27590355772671|19079|Hamilton County|1493720721|1956182|G4020|H1|A|106266822|14079
221704258280981|50247|ZCTA5 50247|220568684|332801|G6350|B5|S|27590494782632|19127|Marshall County|1482776070|1803080|G4020|H1|A|206189582|82840
221704258280981|50247|ZCTA5 50247|220568684|332801|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|14379102|249961
221704258280992|50248|ZCTA5 50248|213197033|96668|G6350|B5|S|27590674016901|19015|Boone County|1477555796|8129933|G4020|H1|A|22381135|0
221704258280992|50248|ZCTA5 50248|213197033|96668|G6350|B5|S|27590355772671|19079|Hamilton County|1493720721|1956182|G4020|H1|A|75685212|29740
221704258280992|50248|ZCTA5 50248|213197033|96668|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|115130686|66928
221704258280999|50249|ZCTA5 50249|205509115|761677|G6350|B5|S|27590674016901|19015|Boone County|1477555796|8129933|G4020|H1|A|22161145|173446
221704258280999|50249|ZCTA5 50249|205509115|761677|G6350|B5|S|27590355772671|19079|Hamilton County|1493720721|1956182|G4020|H1|A|144344494|27070
221704258280999|50249|ZCTA5 50249|205509115|761677|G6350|B5|S|27590153493438|19187|Webster County|1853670893|7269394|G4020|H1|A|39003476|561161
221704258281006|50250|ZCTA5 50250|281208786|160277|G6350|B5|S|27590328721225|19001|Adair County|1474404201|2597996|G4020|H1|A|185462669|84402
221704258281006|50250|ZCTA5 50250|281208786|160277|G6350|B5|S|27590177381978|19077|Guthrie County|1529656705|6355531|G4020|H1|A|95746117|75875
221704258281012|50251|ZCTA5 50251|113120910|85792|G6350|B5|S|27590133147486|19099|Jasper County|1891795109|6544165|G4020|H1|A|109468182|85792
221704258281012|50251|ZCTA5 50251|113120910|85792|G6350|B5|S|27590135700180|19123|Mahaska County|1478498332|6594320|G4020|H1|A|3652728|0
221704258281013|50252|ZCTA5 50252|37152602|852538|G6350|B5|S|27590363093290|19125|Marion County|1436123086|41484608|G4020|H1|A|23303394|732118
221704258281013|50252|ZCTA5 50252|37152602|852538|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|13849208|120420
221704258281020|50254|ZCTA5 50254|110512766|232611|G6350|B5|S|27590150328052|19175|Union County|1097235808|5575854|G4020|H1|A|110512766|232611
221704258281021|50255|ZCTA5 50255|494548|0|G6350|B5|S|27590373799195|19107|Keokuk County|1500056812|1944064|G4020|H1|A|494548|0
221704258281024|50256|ZCTA5 50256|72060019|213867|G6350|B5|S|27590135700180|19123|Mahaska County|1478498332|6594320|G4020|H1|A|16912251|47301
221704258281024|50256|ZCTA5 50256|72060019|213867|G6350|B5|S|27590363093290|19125|Marion County|1436123086|41484608|G4020|H1|A|55147768|166566
221704258281026|50257|ZCTA5 50257|113437370|2487|G6350|B5|S|27590345045842|19039|Clarke County|1116573604|1524746|G4020|H1|A|23272923|0
221704258281026|50257|ZCTA5 50257|113437370|2487|G6350|B5|S|27590373246836|19121|Madison County|1452999052|2983840|G4020|H1|A|86006883|0
221704258281026|50257|ZCTA5 50257|113437370|2487|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|4157564|2487
221704258281031|50258|ZCTA5 50258|139784721|455944|G6350|B5|S|27590356798207|19083|Hardin County|1474498036|1783759|G4020|H1|A|99846957|403907
221704258281031|50258|ZCTA5 50258|139784721|455944|G6350|B5|S|27590494782632|19127|Marshall County|1482776070|1803080|G4020|H1|A|39937764|52037
221704258281037|50261|ZCTA5 50261|168169967|1571427|G6350|B5|S|27590495716644|19049|Dallas County|1523686079|8569247|G4020|H1|A|34532980|142404
221704258281037|50261|ZCTA5 50261|168169967|1571427|G6350|B5|S|27590373246836|19121|Madison County|1452999052|2983840|G4020|H1|A|133636987|1429023
221704258281043|50262|ZCTA5 50262|90898191|154827|G6350|B5|S|27590179330411|19053|Decatur County|1377569408|4138626|G4020|H1|A|90898191|154827
221704258281050|50263|ZCTA5 50263|71113338|68383|G6350|B5|S|27590495716644|19049|Dallas County|1523686079|8569247|G4020|H1|A|71113338|68383
221704258281054|50264|ZCTA5 50264|174839923|21492|G6350|B5|S|27590345045842|19039|Clarke County|1116573604|1524746|G4020|H1|A|96513140|0
221704258281054|50264|ZCTA5 50264|174839923|21492|G6350|B5|S|27590179330411|19053|Decatur County|1377569408|4138626|G4020|H1|A|78326783|21492
221704258281067|50265|ZCTA5 50265|49977492|1974217|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|48354932|1974217
221704258281067|50265|ZCTA5 50265|49977492|1974217|G6350|B5|S|27590370715767|19181|Warren County|1475870257|9099930|G4020|H1|A|1622560|0
221704258281082|50266|ZCTA5 50266|57780092|851089|G6350|B5|S|27590495716644|19049|Dallas County|1523686079|8569247|G4020|H1|A|43227127|585546
221704258281082|50266|ZCTA5 50266|57780092|851089|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|14552965|265543
221704258281085|50268|ZCTA5 50268|120593042|129415|G6350|B5|S|27590373799195|19107|Keokuk County|1500056812|1944064|G4020|H1|A|98455808|116796
221704258281085|50268|ZCTA5 50268|120593042|129415|G6350|B5|S|27590135700180|19123|Mahaska County|1478498332|6594320|G4020|H1|A|22137234|12619
2217026263559007|50269|ZCTA5 50269|1604999|10389|G6350|B5|S|27590356798207|19083|Hardin County|1474498036|1783759|G4020|H1|A|1604999|10389
221704258281089|50271|ZCTA5 50271|171949727|0|G6350|B5|S|27590355772671|19079|Hamilton County|1493720721|1956182|G4020|H1|A|160943630|0
221704258281089|50271|ZCTA5 50271|171949727|0|G6350|B5|S|27590536236416|19197|Wright County|1503268877|4703964|G4020|H1|A|11006097|0
221704258281092|50272|ZCTA5 50272|940403|0|G6350|B5|S|27590135074399|19117|Lucas County|1115458264|9852845|G4020|H1|A|940403|0
221704258281111|50273|ZCTA5 50273|505685434|478320|G6350|B5|S|27590328721225|19001|Adair County|1474404201|2597996|G4020|H1|A|5889900|41884
221704258281111|50273|ZCTA5 50273|505685434|478320|G6350|B5|S|27590373246836|19121|Madison County|1452999052|2983840|G4020|H1|A|499795534|436436
221704258281116|50274|ZCTA5 50274|123918358|235587|G6350|B5|S|27590340025022|19029|Cass County|1461422457|1787165|G4020|H1|A|123918358|235587
221704258281120|50275|ZCTA5 50275|139490815|0|G6350|B5|S|27590345045842|19039|Clarke County|1116573604|1524746|G4020|H1|A|132387729|0
221704258281120|50275|ZCTA5 50275|139490815|0|G6350|B5|S|27590135074399|19117|Lucas County|1115458264|9852845|G4020|H1|A|7103086|0
221704258281126|50276|ZCTA5 50276|213525691|2516050|G6350|B5|S|27590674016901|19015|Boone County|1477555796|8129933|G4020|H1|A|108635018|1012328
221704258281126|50276|ZCTA5 50276|213525691|2516050|G6350|B5|S|27590495716644|19049|Dallas County|1523686079|8569247|G4020|H1|A|104890673|1503722
221704258281130|50277|ZCTA5 50277|101260697|170820|G6350|B5|S|27590495716644|19049|Dallas County|1523686079|8569247|G4020|H1|A|17181307|0
221704258281130|50277|ZCTA5 50277|101260697|170820|G6350|B5|S|27590177381978|19077|Guthrie County|1529656705|6355531|G4020|H1|A|84079390|170820
221704258281134|50278|ZCTA5 50278|120161500|42230|G6350|B5|S|27590148846640|19169|Story County|1482882553|2862354|G4020|H1|A|120161500|42230
221704258281141|50309|ZCTA5 50309|7028204|476390|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|7028204|476390
221704258281151|50310|ZCTA5 50310|20813145|236002|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|20813145|236002
221704258281155|50311|ZCTA5 50311|6608617|0|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|6608617|0
221704258281161|50312|ZCTA5 50312|14581739|645450|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|14581739|645450
221704258281171|50313|ZCTA5 50313|46751777|1937804|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|46751777|1937804
221704258281179|50314|ZCTA5 50314|6394430|169893|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|6394430|169893
221704258281194|50315|ZCTA5 50315|26672855|645183|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|26672855|645183
221704258281200|50316|ZCTA5 50316|9238257|89740|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|9238257|89740
221704258281225|50317|ZCTA5 50317|57293095|2287572|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|57293095|2287572
221704258281226|50319|ZCTA5 50319|472067|0|G6350|B5|S|27590369222758|19153|Polk County|1481988336|50078837|G4020|H1|A|472067|0
